dname,label
sentasp.graimphe.com,1
oppgradere6.sitey.me,1
ladybig.com,0
toptwo.de,0
continertal-pe.win,1
instalovers.org,0
liceulagromontanvaleni.ro,1
kursar.ru,0
kirsle.net,0
dayseeingscenery.com,1
arabphones.net,0
kenwasg.com,1
wildcard.wfbank.stream,1
sociologysal.blogspot.com,0
information-required.ml,1
semeandodinheiro.com.br,1
clube-s-m-i-l-e-s.com,1
saphyrescribles.com,0
cstdementia.com,0
getchip.uk,0
kotharis.in,1
elektrikelektronikegitimi.blogspot.com,0
nttdocomo-service.co19.kr,1
account.information.frozen.kojidigital.com,1
peacefoodcafe.com,0
seryestar.co,0
hw.com,0
securityapp-accountunlockedappleid.com,1
fancrave.net,0
dkatto.com.br,1
mmai4lu3in.weebly.com,1
fibergrate.com,0
myaetherwalet.com,1
capitalschools.edu.eg,0
fabtechsolutions.com,0
active-engineers.com,1
xn--pop-vrif-f1a.fr,1
bitcoinbtcdeal.com,0
fb.com.accounts.login.userid.293160.2bjdm.com,1
frankdiekman.com,1
chfreedom.com,1
online-orange.webnode.cl,1
whitebetting.com,0
ovomexido.com,1
acec.com.sa,0
lnstagram-team.tk,1
boegdfvoaypwoanfoexftojigr-dot-gleowayel400503.uc.r.appspot.com,1
mihanfile.net,0
wikimediafoundation.org,0
palpalva.com,1
amazon.de.jt-amazon-wx30k.ru,1
resilienciamag.com,0
wildcard.pro,0
gongpingjia.com,0
security-sms-bank-confirm.wfb-sms.site,1
verifcompeofficiel.com,1
bestcnenege.ru,1
lifetechgroup.vn,1
ixnstream.eu,1
worldviewsproject.com,1
afreaka.com.br,0
aiqiyivip.com,0
supercarworld.com,0
daliansecondhospital.org.cn,0
forum.or.id,0
kumachannel.net,0
travbae.com,1
autobinarysignals.com,0
sahamjerung.com,1
mermoni.com,0
shivnex.com,0
online-chase.com.monicamargolis.com,1
consumentenupdate.vernieuwingonline.nl,1
thebristolbern.ch,0
thespacereview.com,0
novostroykin.ru,0
aesencryption.net,0
nicoletteweber.com,1
lunchbox.koeln,0
dennyscorp.com,1
unitrailerparts.com,1
iisfm.nic.in,0
4wheelinfo.com,1
atozplastics.com,0
webcams.travel,0
macroeconomicanalysis.com,0
bonniernews.se,0
karachiimpex.com,1
elitedating.be,0
kokodahistorytrekkers.com.au,1
pa.gogreenadmin.com,1
riverlandfestival.es,0
servicekouzina.gr,1
bmo-liveverifications.com,1
gocolumbia.edu,0
att.climasbazais.com,1
acordesdcanciones.com,0
adbkxfyq.apps.lair.io,1
michaelparras.com,0
kinonix.net,0
55cha.com,0
sionny.com,1
recover-acct0020188.000webhostapp.com,1
matchviewss.cf,1
alpha1.org,0
bealestreetbears.com,0
wmglobus.net,1
aga.adsv-cuisines.com,1
jyrwdnqabvaomojdwjvusmpesr-dot-gleowayel400503.uc.r.appspot.com,1
theinsidersystem.co,0
hotmailentrar.blog.br,0
secureinfouserapp.blogdns.org,1
houstonprofessionalphotographer.com,1
hcrmouudjxzhhfdfimnj.maherstcottage.com.au,1
jardesign.org,0
vasilakisorologia.gr,1
baseballexpress.com,0
smknurulislamgeneng.sch.id,1
fix-canada.ga,1
vocerecicla.com.br,0
myaetherwallet.org,1
termsservice43gb.xyz,1
biologyforums.com,0
agilent.sharepoint.com,0
amazingcoin.net,1
strangernn.livejournal.com,0
signin.eby.de.i3l6kv18gjmiisx.civpro.co.za,1
alhamdassociates.net,1
rhsjefatqmilflqqvulqhzomvk-dot-gleowayel400503.uc.r.appspot.com,1
losras25s.weebly.com,1
bmo-accountlogin.com,1
websitedesignerprices.co.uk,0
mycthcrwallct.com,1
y6813cqhxcyjh0yiyxn1.maherstcottage.com.au,1
kfzoo.com,0
nk.se,0
cyklomania.pl,0
authentification.hfghdgth.beget.tech,1
thailandreisetipps.de,0
blogeducacao25.blogspot.com,0
doramakun.ru,0
nzfilm.co.nz,0
sunnycom.com.tw,0
ctdr.rescuegroups.org,1
paypal.com-authflow-8jp2kfra8q.com,1
updates.com.valleysbest.com,1
promuscu.com,0
whatshaapgruobjoooin2020viralbanget.getz20.net,1
mfsdpnscfihgthzhzbwuvzebcz-dot-gleowayel400503.uc.r.appspot.com,1
ilfseducation.com,0
jozveha.com,0
rasoolpoor.com,0
instagram.serulom.tk,1
trolleydolliedesigns.com,1
englishcoo.com,0
longfellowscambridge.com,0
dfno3m7nblnvhst3evfq.littlematchagirl.com.au,1
micueyre.com,1
appleid.apple.com-subscriptions.manager784393.weekendtime.com.au,1
mothership.com,0
alabama-usa.art,1
annistonstar.com,0
90905.000webhostapp.com,1
netflix-renewplan.com,1
accounts-joined.online,1
bestbillinsg.com,1
signin.eby.de.womxp978h7ijeos.civpro.co.za,1
mindfit.club,0
drmmc.edu.bd,1
bmwconnecteddrive.pt,0
diaoyanbang.com,0
paintlikekieronwilliamson.co.uk,1
onekrungsriportal.net,0
unpkediri.ac.id,0
kupit-rulevuju-rejku.ru,1
seladela.com,1
ikanco.itui778.business,1
nikhilrahate.com,1
anti-fraud.website-works.com,1
maperla.com.au,1
tiyogkn.com,1
idealshape.com,0
peelthe.love,0
sfrb.org,0
gbckenya.co.ke,1
lullinfood.com,1
familywreck.org,1
enjoycuscoperu.com,1
elponcho.de,0
leoncycle.de,0
svrjyfherds64.com,1
usabilidad.co,0
equipeiaca.blogspot.com,0
richardgattie.000webhostapp.com,1
lxoilbm4-site.1tempurl.com,1
busser-technologie.de,1
pp-daten-de.gq,1
cantikcerdas.id,1
javpower.com,0
socialbookmarksite.cf,0
documentacatholicaomnia.eu,0
ibc.jp,0
pyro.ai,0
guyadvisorsgroup.com,0
winxmac.com,0
jahmu.com,0
dkwm.suwan.co.id,1
lepopulaire.fr,0
tu.mulhollandluxury.com,1
astro.ai,0
spielmacher.io,0
byggrakt.se,1
secure.legalmetric.com,1
erightsoft.com,0
com-issueinfo.com,1
mipichinchaa.webcindario.com,1
yapi-kredisube.com,1
amelhor-do-brasil-esta-aqui.com,1
porsche.pl,0
mega.ru,0
solidariteit.co.za,0
womenshighfashionheels.club,0
tilt-ed.com,1
hamrazchat.gq,0
gruntland.com,1
zzzfun.com,0
uzhelpsz.ucoz.net,1
hostingnice.com,0
pchomegeek.com,1
traceinvoices.com,1
improwise.cf,1
santoshgroup.in,1
comickingdom.co.uk,0
dja.com,0
proweb.no,0
googgod.com.ng,1
riderite.com,0
rackcdn.com,0
ozhosting.com,0
hogardelamadre.org,0
cielofidelidade.16mb.com,1
cloouds-approvideverif.com,1
freightmatellc.com,1
bittrex.is,1
confirmations-account-informations.artrangerart.com,1
stovallbaptistchurch.org,1
langhamhospitalitygroup.com,0
pxi.rockyforkoldtime.com,1
rnchlqutlieqcibdqxpetnozjm-dot-gleowayel400503.uc.r.appspot.com,1
accounts.google.c0m.juhaszpiroska.hu,1
news-24.com.bd,1
medindexsa.com,1
notification.5439146239.update.wellsfargo.com.frem.com,1
ecourbanhub.com,0
ecoswiftcleaners.com,1
aeep.com.au,1
atiehkala.com,0
userclick.site,0
legimon.com,1
sq2jk.pl,1
cloudmagic.com,0
genexformulas.com,0
ultimatealeague.com,0
enertech.co.nz,1
srv7416.paypal.activity.account.id73165.mdnfgs.com,1
cleaningrange.com.au,1
shafiul.me,1
hnwsrcayylttdjwrofjcpdzqsp-dot-gleowayel400503.uc.r.appspot.com,1
securehalifcx.infoupdateteam.website,1
kingmodiptv.top,0
ucnl.edu.mx,0
divoch.cz,0
fdssnow.xyz,1
sunorganism.com.tw,0
trademan11m1.cf,1
seguroappbb.com,1
searchengineview.com,1
www.inf-disponible.com,1
3ginfo.ru,0
amuzeshensani.blogfa.com,0
justjess.com.au,1
ddlitalia.biz,0
moovit.ir,0
qvii.com,0
president-mr.ml,1
valterlongo.com,0
svandecka.com,1
isuk.org.tr,1
gizmocaster.com,1
sanluis.gob.mx,0
internationaltransfers.org,1
paintballsports.de,0
cyberpartner.eu,1
rgp.gstkonnect.com,1
bdbrandsale.com,1
screws.direct,0
signin.account.de-idwaivnz5caizlhrvfsdsx.pra-hit.me,1
jetztgezahlt.xyz,1
turacomobile.com,0
jddizh1xofciswt1ehvz.thequalitycheck.com,1
politas.jp,0
sentulhighlands.com,1
fraudinformationcenter14es.000webhostapp.com,1
infoeng.ru,0
itnota.com,0
askdeb.com,0
aghisolutech.com,1
heshimed.com,1
nakazgeroev.ru,1
rohida.uknowva.com,1
marcelovila.com,0
lubipumpss.com,1
habring2.com,0
nadeta.cz,0
airbnb-app.com,1
pompai.com,0
local.ir,0
free14.pro-publicite.pl,1
etongmbh.com,0
broadbentinstitute.ca,0
kiopuamelozlpyotaebnyibogw-dot-gloff849483.uk.r.appspot.com,1
yahss.000webhostapp.com,1
2346ytrew3.from-mn.com,1
aryanpakhsh.com,0
dfgretgg.blogspot.co.id,1
mercadoption.com,1
petrescuecharity.co.uk,0
totalbodyfocuspt.com,1
fognttdgqyudlocxojaqlzfalz-dot-gleowayel400503.uc.r.appspot.com,1
securemoremore.000webhostapp.com,1
bonanzabengals.org,0
noobsauce.co.uk,1
hajjumrahtips.com,1
www-service-appleld.com,1
facultadcienciasveterinarias.cl,0
narzedziak.pl,0
accaen.fr,0
escaperoom.movie,0
zd6w3td3.myutilitydomain.com,1
bradaronson.com,0
shomusbiology.com,0
donsmhrippgquosm.myjino.ru,1
uksh.de,0
phpcouponscript.com,1
hotelworx.gr,1
cn2.lynmaxonline.com,1
rapidymotoboy.com.br,1
m88th.com,0
abcxyz.net.in,0
adquireimoveis.com.br,1
nia.vn,1
tinytidbits.blogspot.com,0
necessary-security-confirmation.xyz,1
s0e3nwd7mhf45sghuds3.businessrulesanalysis.com,1
3roos.com,0
usedalerts0main171f34ew.000webhostapp.com,1
meinbutton.at,0
choateia.com,0
studio397.com,0
cubeserv.com,0
nunoquelhas.eu,1
mialojamiento.es,0
ggvutcjvylkwcraecgvbfadbzs-dot-gleowayel400503.uc.r.appspot.com,1
inmsol.com,0
samonline.name,1
dwlvakokkvwwmwgbpaxfqivgsg-dot-gleowayel400503.uc.r.appspot.com,1
hrkpxrufxecrzmrnkdzklhqhoy-dot-gleowayel400503.uc.r.appspot.com,1
mahindraelectric.com,0
jodivine.com,0
houseoftroy.com,0
trackingex.com,0
resultt-appleecc.com,1
simplesmobilidade.com,1
itcf20.com,1
sanjeshmoshaveran.ir,0
iscrnliwotlqldwpljgkgwltsc-dot-gloff849483.uk.r.appspot.com,1
conexaocorporate.com,1
belomax.be,0
esudan.gov.sd,0
ahemanagementcustomizehethermultid.com,1
carsforum.co.il,0
sentendar.com,1
palacakropolis.cz,0
pk-entertainment.com,1
konnectapt.com,1
poshpgehlpbsnsrcvrysrvce01.my.id,1
applegodone.com,1
lzjue8dkseu.cedricchenevert.com,1
fawry.cash,0
centwert.de,0
claea.it,1
register-acunt-fanpage89.suportconfrim76.ml,1
biyanicolleges.org,0
lodiasaroid.com,1
allcracks4u.com,0
mercadobitcoin-online.com,1
tamilsrc.xyz,0
toystoryfangirl.com,0
purpleshop.es,0
endif.000webhostapp.com,1
recovery-help-centre20183101.000webhostapp.com,1
relacoesedicas.com.br,1
update-infored.jalotuvua.com,1
unikoingold.com,0
domnioteste.com,1
kkmnikrny.cf,1
pneutechproducts.com,1
barrievolkswagen.ca,0
c0aco398.caspio.com,1
cspage2018go.000webhostapp.com,1
propertikoting.com,1
smitresearch.in,1
insanet.biz,1
paya.com,0
qcexample.com,1
limitesinfos.net,1
inetcsc.com,0
awe.usa.shedbd.org,1
ablegod.000webhostapp.com,1
justanswer.es,0
sfr98y9j.beget.tech,1
cengizsozubek.com,1
spyera.com,0
gramadocargoexpress.com.br,1
instagram-copyright-breach.com,1
onderwijsonline.nl,0
magazineoft.com,1
fcsa.org.uk,0
exordial-replenishm.000webhostapp.com,1
invoiceberry.com,0
paypal.com.signin.security-confirmations-subscribtion.com,1
jimhartsen.com,1
ryankristomuljono.com,1
raspiroo.ddns.net,0
inpocasie.sk,0
tiffanyahsu.com,0
fw2a.lbarch.co.za,1
phatdaddys.com,0
downeline.blogspot.com,0
prowater.co.tz,1
nestlecereals.com,0
dnzdwtnwzkidwrfqrtdqcwytya-dot-gleowayel400503.uc.r.appspot.com,1
nissan-datsunsolo.com,1
airchina.com.tw,0
dreamguitars.ru,0
autostol.dk,0
appleid-online-verifyuk.com,1
basketballmanitoba.ca,0
appsto30.beget.tech,1
pumaxarsenalxpestournament.com,0
ahern.com,0
marekpiosik.pl,1
jppt01r1.beget.tech,1
proyectoindigo.pe,1
adobe.com.us.reader.cloud.web.access.securely.asinacabinets.com,1
healthyeverydaypets.com.au,0
chilemontana.cl,0
www.paypal-limited.pdcotton.com,1
significadosdenombres.com,0
wanpaku.org,0
securityforbikes.com,0
tantrachimaster.com,1
online-sorgu.com,1
korobov.net,1
hungrybynature.com,0
helixstylez.com,1
uploadcash.com.br,0
vashikraski.ru,1
asroma.com,0
mikinet.co.uk,0
hytujtysaf.co,1
acno.tv,0
opcfoundation.org,0
dailysports.us,1
elearningpsychologie.de,0
lineme.thick.jp,1
vk.serulom.tk,1
ticketfederation.com,0
bttucd7itf1vg41exelg.littlematchagirl.com.au,1
jackswifefreda.com,0
mycryptoethwallet.com,1
anatomiadocorpo.com,0
claming54353.000webhostapp.com,1
traiva.cz,0
corylus.com.au,1
chcrack.com,0
asalogistics.net,1
https.sandbox.paypal.com.ttlart2012ttcysu.aylandirow.tmf.org.ru,1
niveahie.beget.tech,1
apponlinekk.000webhostapp.com,1
bhptbdhqauqqo4ds6ugq.maherstcottage.com.au,1
pricelist2018.info,1
eurotech-cm.com,1
raquelalves.com,1
fundforeducationabroad.org,0
billing-problems.com,1
arquivojudicial.com,0
archbeachheights.com,1
verifyidsecure.info,1
otovantai.vn,0
teilzeitstellen.net,0
ilaguptaivf.in,1
ironmarch.org,0
oppeinhome.com,0
compoundmedia.com,0
duuvrvwqqbgxygeahjsgtxyhpz-dot-gloff849483.uk.r.appspot.com,1
musicdabster.com,0
triligenergy.com,1
cowi.no,0
eec-courier.com,1
vmindustriesrajkot.com,1
vidmails.com,0
kt7.ir,0
pb.edu.bn,0
gamesfoundry.com,0
clkme.in,0
clayshed.com.au,0
configurattions.com,1
toparmyshop.eu,0
aldogiannuli.it,0
havven.pro,1
kazancliurun.com,1
monomax.me,0
agenciacreativaga.com,1
securelogin.paypal.it.webapps.mpp.home.autenticazione.y8pksa9yzdxlzza8bltezyrdc5sgliy0gokyfim5bag2agz2riwg7nkzisfj.jafinafara.for-our.info,1
amsterdamgeckos.com,1
pay.pal.com.imsfcu.ac.bd,1
hanimesubth.com,0
pavypal.com.resolutioncenter.privacypolicy.supporthelpaccount.update-loginpage.pi7v7.org,1
quadanalytix.sharepoint.com,0
berbagi-viralsindohot.jetos.com,1
myethearwallet.org,1
chasebanklogon1.xyz,1
sandravanreys.us,1
tncg.gov.tw,0
sorenmarket.com,0
sellingoffgoodsatcheapgasprices.xyz,1
wrcmwyjxmqegvlzjuudsadqwlr-dot-gleowayel400503.uc.r.appspot.com,1
allninjagear.com,0
tueuropa.pl,0
office.com.office.uce.batman.myshn.net,1
lma7vytui-site.1tempurl.com,1
mytologi.nu,0
stonesthrowfarm.biz,0
eastlondongraphic.co.uk,1
vps5640.inmotionhosting.com,1
historicals.flu.cc,1
waterjet.ch,0
greatplacetowork.com,0
photoshopvip.net,0
puritymalawi.mw,1
bearpawproducts.com,0
cafekahpeltik.com,1
qrsuporte.com.br,1
hippopotamus.fr,0
ricardoeletrofer.byethost15.com,1
high-qualitytools.xyz,1
columbiaroadzz.gq,1
childersgaragedoor.com,1
tomstravels.com,1
zjtrain.cn,0
kbdav.org,0
wasi.co,0
amazon.com.preferredpayments.nz-cobk.tk,1
fitelo.co,0
hon.com,0
nordjyskebank.dk,0
wosladxuvkhchihljpxkblrvnj-dot-gleowayel400503.uc.r.appspot.com,1
sixequipment.be,0
xrixvijdctrrzcktiapoxtdddk-dot-gleowayel400503.uc.r.appspot.com,1
mcscipurwakarta.ga,1
lindastgcaptions.blogspot.com,0
fashionismines.com,1
narlinyahaedolika.com,1
z5k25qb8xwhbjfhsj.gdn,1
igogo8.com,0
welsfargo.user-info.info,1
pendelrute.at,0
patprimo.com,0
ecooenergydtl.com,1
pbs.org,0
frokost.dk,0
plawdcs.net,1
mogilev.biz,0
xchangers.pro,1
count.mail.163.com.reg.magienterprise.com,1
vkpage.000webhostapp.com,1
pinnerx.com,1
yktpleolpdscnivylijftgwecu-dot-gleowayel400503.uc.r.appspot.com,1
quillpad.in,0
fasterprint.com,0
bnhdfrt.info,1
stokostos.gr,0
usm.edu.ph,0
ios12-icloudid.com,1
hemingwaysbaybridge.com,0
domkvn.ru,0
munijunin.gob.pe,1
moebeleins.de,0
mdcargas.com,0
junkies.igg.biz,1
incodocs.com,0
zenithtradinginc.com,1
hgtbluegrass.com,1
elf168.net,0
registros-saintandera.com,1
peoplesbancorp.com,0
lakewoods-wiflow.com,1
xrider.com,0
lostainstitute.co.id,1
pivotinteractives.com,0
pelicanww.us,0
avtotyres.com,1
kktradingcompany.com,1
storymastery.com,0
oxfordscholarlyeditions.com,0
id-orange-auth-userbnsp.000webhostapp.com,1
isonsyi.inboxread28.review,1
paiementenligne2-orange.com,1
rdurwhgacgatmqycqnlxwjhqux-dot-gleowayel400503.uc.r.appspot.com,1
prolap.vn,0
aertb001.000webhostapp.com,1
www.lidaxianren.com,1
migrosmagazin.ch,0
relevantradio.com,0
festacatalunya.cat,0
c3nter989.neww-d3vel0per44.ml,1
webglance.com,0
paradiso.cat,0
badnia.net,0
triumph675.net,0
popcornopolis.com,0
kamlaish.cf,1
patientfusion.com,0
myetherwallet-sigen.top,1
verifi74.register-aacunt21.gq,1
myppsmy.sharepoint.com,0
nbetnkovgobxgeeqymcjabezty-dot-gleowayel400503.uc.r.appspot.com,1
sunrise2214.weebly.com,1
ladycavendishdiary.com,1
free-mobile-facture.ga,1
acad.ca,0
journeyshomehealthcare.org,1
megamart.az,0
wonga.pl,0
pythonsounddevice.readthedocs.io,0
workincanada.com.au,1
carlahendricksforhair.com,1
nnpcgroup-jv.com,1
myetherwallet-hydrocoin.top,1
partybusperth.com.au,1
crackias.com,0
hawaiianbodywork.com.au,1
magnoliascreencomp.com,0
qcollegeprogram.com,1
alkaramseo.com,1
carinecarolines.fr,1
parancaparan.com,1
spurgeons.ac.uk,0
bestusbook.com,0
zxyjhjzwc.com,1
transduval.cl,1
getget.rs,1
caliberstrong.com,0
prestazion.com,0
incubouubzgvivebtwnglqkgta-dot-gleowayel400503.uc.r.appspot.com,1
limsglasgow.com,0
applevehe.com,1
confirmation-fbpages-verify-submit-required.ga,1
politicsprose.com,0
laforetgardens.com,1
asiapacificforum.net,0
oldtcity.xyz,0
psemi.com,0
bqmsp.saqibsiddiqui.com,1
pacode.com,0
shaji20.000webhostapp.com,1
webbox.ru,0
online-userverify.misecure.com,1
chungnguyen.xyz,0
stylehousemardan.com,1
stcsc.sa,0
recovery-help-centre07022018.000webhostapp.com,1
denisaslan97.000webhostapp.com,1
www.b-post.top,1
eventat.com,0
atlashealthcare.ca,1
rakuten.co.jp.sdanlz.com,1
talented112-writer.xyz,1
cipasfreefly.com,1
gollog.com.br,0
gaikokujin.com,0
www.hs-notiefsec.com,1
mediaonslaught.com,0
docprime.com,0
dttnwowymugkjqqmudgblngtfw-dot-gleowayel400503.uc.r.appspot.com,1
legavp.ru,0
westoevillagekindergarten.co.uk,1
attachmategroup.com,0
sequetegusta.com,0
gecode.org,0
ugcgaming.net,0
listen.sitey.me,1
ametat.men,1
unovaanywingpqtgdoxikdlvmn-dot-gleowayel400503.uc.r.appspot.com,1
lmotsagy.beget.tech,1
dietkurs.ru,0
vobmeczusyccyolppxsrrckaub-dot-gleowayel400503.uc.r.appspot.com,1
app-atendimento.com,1
capitanomido.com,1
webgisdlhprovsumbar.net,1
sharepoint.com.document.aggarwalassociatesdelhi.com,1
eritrean111.prohosts.org,1
www.zal-inkasso.de,1
kurhang2.beget.tech,1
zgjm.org,0
omenlarp.nl,0
mezeiaron.hu,1
www.westyellowstonesnowmobile.com,1
dobisell.com,0
morefundiving.com,0
jore.fortunersanjaya.com,1
t7s.azurewebsites.net,0
public-post.tk,1
ctnrkukplckugmbntqwfygtfsy-dot-gleowayel400503.uc.r.appspot.com,1
modelnehir.com,1
fundoconcon.cl,1
aa101.cc,0
account-limted-restro.gq,1
verification.peypal.com.meyershouses.co.uk,1
kadmixer.ge,1
sexyfish.com,0
ptba.co.id,0
probiotikablog.de,0
theseglorydays.com,0
hotcars.com,0
nofakespledgeipd.herokuapp.com,0
web75759505679.nut.cc,1
select.by,0
produkte-kommunizieren.de,1
flyefit.ie,0
withdraw-salaam-macarthur.com,1
requiredfbcheckup.com,1
meltzercosta.com,0
marileephotoblog.com,1
dev.login.xn--lockchain-zy5d.com,1
teenpatti-coin.co.nf,1
tvprogram.rs,0
hinweis-zur-entsicherung.info,1
anuluj.info,1
westernfresh.com,0
gardensofsophia.org,1
vkvkvkvcom.esy.es,1
googledocprivategeneral.com,1
agauto.ee,1
ncjmw.saqibsiddiqui.com,1
clinicaespacoterapeutico.com.br,1
sumarearena.com,0
wellsfargo-customer-service.ocry.com,1
metro.tokyo.jp,0
madbpdrlctdjw.fgppchg.fgpp.com,1
ntc.net.np,0
m-consumidor.site,1
devinpmerullo.com,1
citadelcochin.com,1
chicnerdblog.wordpress.com,0
brailleskateboarding.com,0
app-stop-japon.com,1
rucz.ru,0
wilmington.edu,0
com-disputeapps.com,1
lescanoyquiroz.com,1
lifeofaveganchef.com,0
superalimentos.pro,0
dietstation.info,1
app-1516296860.000webhostapp.com,1
fossfiberoptikk.no,0
l1.nl,0
bdme.co.uk,0
splsrcvryhlpsrvcypge01.my.id,1
yara-electronique.ml,1
offoir.usa.cc,1
colorgraphicsrus.com,0
nehrucolleges.com,0
mecoumikanes.tk,1
tawernawloclawek.pl,0
verticalreference.com,0
recyclerebuild.org,0
scrty-team-page-help.000webhostapp.com,1
vietnammarcom.edu.vn,0
thedailysheeple.com,0
hotelpapagalos.com,1
wowmy-look.com,1
rojgarexchange.in,1
cnscbt.ro,0
theconroysflorist.com,1
aqmypjdbwutgbsumjwwpxasskr-dot-gleowayel400503.uc.r.appspot.com,1
agb.dz,0
tagstat.com,0
procholuao.com,1
kbc.be.institut-blaisepascal.com,1
inc-apple-id-887698123-verification2016-ios.productostrazzo.com,1
secure-new-page-index-nkloip.gdn,1
mycreatelog.net,1
maplgroup.com,1
informationpagecontent.000webhostapp.com,1
jeuxdebebes2018.org,1
trendmusic.media,0
rugbytucumano.com.ar,0
sloaneandhyde.com,1
suitablefoodsja.com,1
blsindiavisaaustria.com,0
sustainablefurniture.net,1
vbatools.com,0
industrianyc.com,0
adenabdullehospital.com,1
notiplac.com,0
iccmqsgfzfozgbrukrokewhhqm-dot-gleowayel400503.uc.r.appspot.com,1
fabrizv7.beget.tech,1
forrent.com,0
gdoc01.com.ng,1
verify-your-aapleid.com,1
coscienzeinrete.net,0
eytancohen.com,1
amartfurniture.com.au,0
magyarn.ru,0
trendstore.dk,0
2265.com,0
thassosnyaralas.hu,0
repaircafe.sk,0
bigchobani.tumblr.com,0
wmu.edu,0
plastiwellinternational.com,0
ziraatmaxipuan.com,1
icasa.org.za,0
weatherlink.com,0
kowet.pl,0
lbjpwnttkbncwrdmfhstyibsqt-dot-gleowayel400503.uc.r.appspot.com,1
id-orange-secure.com,1
update-information-notice.ga,1
spectruminfotech.co.in,1
karelialines.ru,0
jhiadsdf.000webhostapp.com,1
ezpowerproducts.com,1
aoacademy.com,0
algebraix.com,0
protectyouraccount.grupoprovida.com.br,1
masterlinbat17.000webhostapp.com,1
aaemonline.org,0
samtaawaaztv.com,1
issschrole.com,0
emiratesnewsonline.com,1
aheza54.apps-1and1.com,1
www.akturkharita.com,1
shiseido.co.jp,0
432520.com,0
com-required-information.com,1
onelombard.com,0
getleverage.com,0
judwa.gq,1
dexigner.com,0
topnaija.ng,0
focusinvestment.co.uk,0
lagoonalbig.htmlpasta.com,1
intra.fr,0
tcplusondemand.com,0
intertrustgroup.com,0
faturafacil.tk,1
vouchervandaag.nl,0
brawalshipping.com,1
dakowroc.pl,1
verdykt.pl,0
gambeinspalla.org,0
vrarz.com,0
recovery-account.info,1
atlanticeliteacademy.com,0
pukkelpop.be,0
geoarchiv.de,0
free-sex-asian-2018.000webhostapp.com,1
incomeadvance.org,0
amasci.com,0
bofamerica-com-useraccnt.gq,1
rtbclyck.ru,0
tiarabakery.co.id,1
deniz-bireyselgiris.com,1
coolcrafts.com,0
secure-ebill.capcham.com,1
tresorsonore.com,0
charltonlife.com,0
kredityvopros.ru,0
tuas365my.sharepoint.com,0
nissanbelarus.by,0
houseofanitadongre.com,0
pengertianartidefinisidari.blogspot.com,0
bendingspoons.com,0
b24-4rqp95.bitrix24.com,1
msfreightsystems.com,1
careermoovz.net,1
bancosantanderspain-servicioenlinea24h.b-teacher.co.il,1
ziraathalkakazandiriyor.com,1
ishelly.com,0
maptrove.ca,0
ttyingqiu.com,0
lev56.livejournal.com,0
www.respectablethinking.com,1
mbsejabalpur.com,1
veloxis.com,0
ompersonal.com.ar,0
bacucredicoop.com,1
atividadesprofessores.com.br,0
rohmadekonomi.wordpress.com,0
isceponlinesube.com,1
764895-de-verbraucher-mitteilung-account.sicherheitsvorbeugung.gq,1
stericenter.ch,0
ganjalomania.ml,1
hotelesestelar.com,1
ecomincomeblueprint.com,0
bookmediacorp.com,0
fw4a.lbarch.co.za,1
smart-eth-contract.site,1
autoexposure.co.uk,0
emmyunfiltered.com,1
teatremataro.es,1
megaconsolidated.com.au,1
grifoavila.com,1
modamaior.com.br,0
careergraphinternational.com,1
49p.club,0
aktuaris.or.id,1
dfgretgg.blogspot.ca,1
sparkassehanau.de,0
zarinchap.com,0
facebook837.zendesk.com,1
parsonschain.com.au,1
ultimatestrengthandcore.com,1
tasokklso.com,1
tolen.edu-gov2.kz,1
trada247.net,1
thearcticoiler.com,1
mika3.com,0
76style.com,0
avtocenter-nsk.ru,1
mdnnqobxotabbyyjvdsmdmqdov-dot-gleowayel400503.uc.r.appspot.com,1
socialsave.net,0
elationsys.com,0
armoredcarusa.com,1
propertydesign.pl,0
demandlocker.com,1
securityc7.temp.swtest.ru,1
gstregistrationonline.org,0
signin.eby.de.tfompq75qfgecv0.civpro.co.za,1
k1capital.net.au,1
multiplus.netbrsoftwares.com,1
fitweb.me,0
wfbank.pro,1
eargasmearplugs.com,0
dirtycoach.com,0
sec.gov.bd,0
logatomvrbrzjwozflfxffpjpe-dot-gleowayel400503.uc.r.appspot.com,1
travelingsola.com,1
raidofinance.com,0
otticageremia.it,1
enmatissperu.com,1
rtklive.com,0
user.chase-reg.net16.net,1
ransomspares.co.uk,0
securepage-webapps.info,1
paypal.nz-15eed9c4371186bf.com,1
differi.ga,1
revivehemp.com,0
shp.hu,0
wvw-payipal.com,1
bta-daune.cf,1
gosd.keepingbalanced.com.au,1
1ambu11.com,1
ssolo.ir,1
thinkglass.com,0
fijigolswcuhltaohwsntqvfne-dot-gleowayel400503.uc.r.appspot.com,1
astartat.blogspot.com,0
fromfunny14.life,0
mondialeacrilicos.com.br,1
sashipa.com,1
bigdahlias.com,0
golrizan.net,1
outlope.com,1
otalliance.org,0
netplaca.com.br,1
conf1rmfb-aps2.at.ua,1
proficrypto.ro,0
markasmac.com,1
trialservice.genesystuna.com,1
piaplo.group,1
wels-fargo.com.connect.wf-south.info,1
impayee-octrelais.com,1
ogrodwarzywny.blogspot.com,0
brisktourconsult.com.gh,1
golan.org.il,0
multicorpora.net,0
elkgroveautomall.com,0
maisbolsas.com.br,0
nepalhimalayantrekking.com,1
vulkanplatinumgames.com,0
tescobank.alerts.customerservice.study.happywin.com.tw,1
