97daaccc69a3aa41de6cab84cfe9f4e8,000b3754ebc6f6e67d06b0859dad767b0df675dc9b7be44149b0446df75b56ce, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, push mov mov , call mov mov , mov test , mov add , call push 
578029433839188222bda5f4d3be9c96,000ac9741f9faa4a19fcb4447825df78a3b8db1046e60ac01dd17c7fc7b571c6, AdWare, Win32, LMN, not-a-virus:AdWare.Win32.LMN.apm, 2013, mov cmp jz , mov test , cmp jz , mov xor , pop mov 
1bfa8f185ecfded5076d3272330da45c,000884a9153b6d352be266e8a9d736a6b262bc8f35673b7148e51f828b3ae76e, Trojan-Downloader, HTA, Agent, Trojan-Downloader.HTA.Agent.ce, 2012, cmp jnz , push mov mov , mov mov cmp , mov cmp jz , mov mov mov 
9e4ce9dd090b4db285eca5264e83bb5f,000d95528d13323686247ed0f04b0ca3d866c2cbad8d909d0f9f818618c52afa, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2013, pop mov , mov xor , jnz mov , push mov , mov call mov 
76ca96e6c4a49dac1f7e372aaec07148,000d2ae4fd39272909b3f79a7ff45a07907f6311f576bbf644c71c0e40e7a964, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2019, call mov mov , call mov mov , jmp mov , test jz , mov mov mov mov 
21f9b402724ecb8a3e038ab475791624,00091a57600188abe23b16d2a2edc0b8e9ac7a00ec0a7815dba4d4731a5f4cac, Virus, Win32, Virut, Virus.Win32.Virut.af, 2011, push mov mov , push call , mov push , push call , jz mov 
305e9df46c1946f857e944c1483754cb,000bcafeb1b5849d0c6302a287ed730b17f51bd54a30414bfadfb7ae3f5f5fe4, Trojan-PSW, Win32, Kykymber, Trojan-PSW.Win32.Kykymber.dplt, 2018, pop mov , mov cmp jz , mov call , call mov mov , test jz 
61741bec77e8d7759aec6513463b5f61,00050ee1efee0602426671153ad0487a46c235d5ffb397427c96c832a6db38a1, Trojan-SMS, AndroidOS, Opfake, HEUR:Trojan-SMS.AndroidOS.Opfake.bo, 2019, push mov , push call , mov call , mov push push , jz mov 
9d7f123099c3f26b84a52995a34458a5,0004a5a9fc10af0332811873c833f8bcd05275f948a1fb72f0c648e5ebb52b69, AdWare, Win32, OneStep, not-a-virus:AdWare.Win32.OneStep.mjg, 2009, lea call , jz mov , push mov push , jnz mov , mov xor 
1873f380b0c08f8b611815fd67a79169,0000b5d04e266705d023a39813ac396a805c7faf478e8ef9747f806dae18452e, Virus, Win32, Sality, Virus.Win32.Sality.sil, 2015, pop mov , mov add , cmp mov , mov xor , call mov 
4ea385af5a2696cf61cf5bc356597037,0006eb9e79aa7707640e9be3784cb72cecceee756aab97fb69c8fce8e713a94d, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, pop pop , push lea , mov mov , mov test , mov cmp 
27146a35279757c03ac163d518e9760a,000fb66f14b86f7128a4803edf32be24222f2c55ae80947fbee26ccb0f73bc20, AdWare, Win32, Delf, HEUR:AdWare.Win32.Delf.gen, 2018, pop mov , push push call , mov push push , push mov call , lea call 
e50aef15e82953649dd34fab22fc9c0d,00082c439e22f3cc0d2347b5dde8bcd9311eecf632ae4df5e9965836d5cb4178, Trojan, Win32, Starter, Trojan.Win32.Starter.yy, 2018, jnz mov , lea call , cmp jnz , pop pop pop , push mov mov 
41d4ac0e6f978c00e9e2fabed83e2f44,00040ff432f7bb6e5b54a61f56306174ded17983aef0c658cdd266ceb24c1eb6, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2015, call pop , mov pop , push push mov , retn mov , push call mov 
e97cf86cd8e7076a4b54e9f96e4baa43,0000f474a19e8aa706f01fd26929205a35530d827c41860dd3029c832362ea77, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2012, mov lea , mov add , mov push mov , pop pop pop , mov add 
311283fa9cfb32bc4bf5719063daee13,000ddfc3edaf99b65c8b0fd3734a294f3e690628a19f36cea461ca1d0e9457bb, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2011, mov cmp jz , call push , jnz mov , jmp mov , jnz mov 
502a3afe4104dea8adf2258f70e699d6,0003eb81cd2c86ba5d89871cc9006f901dffa1caa915c662ba987f4a71b572d2, Backdoor, Win32, Delf, Backdoor.Win32.Delf.hq, 2014, retn mov , push call mov , lea push , mov mov mov , push push call 
2a04bd5645b53d5c9bf58c367d859861,0006b96917cc3bb4f66e827de6a84cbe8d9255077f6a98e1799d704754c8059a, AdWare, Win32, InstallCore, HEUR:AdWare.Win32.InstallCore.gen, 2013, push mov push , lea mov , call push , mov mov , mov test 
c74483060b19de8b3a201b28e196299a,000aab8645363619758df1cb47856cebc20db3205eb90435e7cef4fef060feae, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2013, lea mov , push push , mov push call , mov push push , mov lea 
2238c7cfe6f5cfd9a89591dfcd2d7c16,0002185ee4d0d04f456119da773f65d4827d5ba097f50f6b64eab3d612afe697, Trojan-Downloader, Win32, Bedobot, VHO:Trojan-Downloader.Win32.Bedobot.dg, 2013, pop pop pop , cmp jz mov , mov push push , pop pop , mov jmp 
a09e28a98ee0ff4ed991c5509c111597,000fbb0affb082dcda566e78f9425fe587f40d004b9db815f39cc88052ae8e1d, Downloader, Win32, LMN, not-a-virus:Downloader.Win32.LMN.canp, 2017, pop pop pop , mov lea , push push call , push mov push , cmp jz mov 
845386daa6660e517a659266696530f6,000da0581667a12994286f1def6112dbb2e098e8a984414214055c8634564e99, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2011, push push mov , push push mov , mov pop , push call mov , mov mov cmp 
062a36aa58d24f2f269aa7696fbdc30a,0000369261e034135247db05fb1fd93235c5f10a4ba4e4435724ef6267715029, Virus, Win32, Nimnul, Virus.Win32.Nimnul.a, 2016, jz mov push , retn mov , mov lea , lea push , lea mov 
3dca789417a4a9164a7041a62864cc5a,00054c76c3b6bf19e0a7d801f2104cd1cc0221bce48f2bf6c64afa7f67fba533, AdWare, Win32, Agent, not-a-virus:AdWare.Win32.Agent.jwtw, 2019, pop mov , mov pop , mov call , mov push call , xor mov 
ad625d898a476a4e0aac685bdd97e831,000bb6a3943abe0f99d188eba19744d5c336ac14a1aeb45a1c065f019f19922e, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, cmp jnz , mov add , push push mov , pop pop pop , pop pop pop 
51e8d562eb63073d834c2ecba479dbd8,000860934b670eee27fae4003f6e6185c62b3e8c1b47dea12421b572766dc301, AdWare, MSIL, Generic, HEUR:AdWare.MSIL.Generic, 2014, mov lea , mov test , jnz mov , push push call , mov mov mov 
a4315b09926193c287b049f51bdaf719,00091ca89bd43b695b77d5b7ea531085ca0fb76747fb2e4c0a3ef752ecdc8e5f, AdWare, Script, Generic, HEUR:AdWare.Script.Generic, 2013, push call mov , push call mov , mov lea , cmp jnz , cmp jnz 
eac6bb30a0f9b0f91d0a34f96c404cd6,000d3b62a032470522af165501c605fa9d2ea9a479d433bcb42b8d9beb69459d, Backdoor, Win32, DarkKomet, Backdoor.Win32.DarkKomet.aiku, 2012, pop retn , push push mov , mov mov cmp , push call , cmp mov 
1662d08726f9e014eb7d2e93262bfa6a,000b1d8ff025d46f7ed42998ab996549fb9b0409e05f3eebfa765fa61e2a2786, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, mov mov , xor mov , push mov , mov call , retn mov 
893d5c4ad7e6615b217017324493bdc0,000f6ad65859dd3dffe10a1f0b11d39e48c78422dcad9de9b9345ca32ad9302b, Trojan, Win32, Hosts2, Trojan.Win32.Hosts2.gen, 2014, mov cmp , mov call , lea mov , push push push , call push 
b859010b4168d04290dbfaa8342087d4,000874d89e6cd5a167beb26c2499dc7c5841e0f061c6ca43ed18e2eaf040661f, Net-Worm, Win32, Allaple, Net-Worm.Win32.Allaple.e, 2010, xor mov , mov cmp , mov xor , cmp jz mov , push push 
f89a92008aa7d4b8ebee8fa13aaec083,0005ff0b9bb74b2a642771a2d8b9393d1f1dbb91fbc344f94b4a2231fe38eb6a, AdWare, Win32, MultiPlug, not-a-virus:AdWare.Win32.MultiPlug.ofod, 2013, call mov mov , push push mov , jnz mov , mov pop , cmp jz 
484acb9407b80c68705a755253a5e3b4,0006b8ea5ae36e0bd3583cebfdaf033a42e1af64a56a93c00c3801d762081c3d, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, mov call , mov pop , call push , jz mov , cmp mov 
adffb486ded9df61a0b3f90b645df77e,0009a9eeae48728d43fdf72b331d6668e896d54d443279c53c87515d7d132b61, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2011, pop pop , call pop , jnz mov , mov pop , mov push 
76a8752efe642351df86c4980beea8ba,000bad13c60e365448a059f384f2096c65f2714c1f9397009acb8531444615bd, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2018, mov xor , cmp jz , mov lea , jz mov , mov test 
a147cf6e8652fcb3ca320a33b17e3013,0006f339f7d02f1b674e4a3197252efbc656ca3ae492f607084f4094183b6918, Trojan-Downloader, BAT, Agent, Trojan-Downloader.BAT.Agent.go, 2020, cmp jz , cmp jz , mov mov mov , jz mov , push mov 
096fd981f60f9dba3dc03bea188039e2,0006c9121c414388725cd7a0eac2b621d04ee2ec2fea751b507f4812c16f5633, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2020, mov mov , mov mov mov mov , mov push , jz mov , pop pop pop 
ab0190cd43375d20df12633162a2a8c8,000b48b87f427c895ecab0026bd509de4358435ceb3831061a69b34ce57e5e20, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, push call , mov cmp jz , pop pop , mov push , mov call 
02b198cf039faa8d9b973e86e6b76628,00065cf0bd5abdd5ed20b7c49cc82428308e0d6ca752a79b5324a3607a1caa97, Backdoor, Win32, Bifrose, Backdoor.Win32.Bifrose.fxv, 2019, mov call mov , mov push mov , push mov mov , mov cmp jz , lea push 
4e6c23db6bca288085ee055ca1678a25,000e40350e492959ad7567895a5bf9d431d10b964770a75a7cc6ef6034f107de, AdWare, Win32, OutBrowse, HEUR:AdWare.Win32.OutBrowse.gen, 2018, mov push mov , mov push push , pop pop , mov jmp , mov cmp jz 
5284a494fab1d7fb24e9524f995abe52,000080c533df81d0f161e2ed00b95bdc742f8190e7ede4f622e26c15699c4b9f, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2009, push push push , pop mov , mov mov , jz mov push , pop pop pop 
5fbcf09553b127b7d5ebbcd1659ab959,00010b4f6eb6242b488c48e054e162a6ffb0b31166b9257dcca7084730f902cb, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2010, mov mov mov mov , mov mov mov , mov cmp , pop pop pop , call mov 
a4cf79ef9c14cd5ea23cf1f91a672411,00060d1083d7194d1671e8a9507af7d0c05debdd7756164efe62e30a8fa9c9d6, Worm, Win32, AutoRun, Worm.Win32.AutoRun.hadx, 2013, mov mov cmp , mov cmp , push push , pop pop , lea call 
a5cb75c0e37432df4f1f080375fb98ad,00026b90a31b88a870b75e7b82248b45a499335846ce5bb9713be1b5576283b7, Downloader, Win32, LMN, not-a-virus:Downloader.Win32.LMN.aff, 2014, cmp mov , cmp jz , call pop , push mov push , jz mov push 
ae9b00e72f61d96b4fa40f0ed656606e,0003ccf6b16ad881d7341df0143576b7654057ed5df5182c8635f69423a0d841, 51e617912efe90, 08957443, js, 51e617912efe90.08957443.js, 2013, call push , push push , mov cmp jz , cmp jz mov , mov push call 
9ae2265843ecfe7e72993b9a6713e506,000353ef1ebb83fec6daa6e7e0265b82ab56723e311f7075802d00df0ae70f37, Porn-Dialer, Win32, CapreDeam, not-a-virus:Porn-Dialer.Win32.CapreDeam.aq, 2018, mov push , call mov mov , cmp jnz , jmp mov , mov mov mov mov 
69c1fc2f0543eced533508a60ddea57b,000016a20d1ce2078052794c842899b9d56e0684b86a6361e0137dddf9d3a400, Trojan-PSW, Script, Generic, HEUR:Trojan-PSW.Script.Generic, 2018, push push , push push , push push push , xor mov , mov call mov 
85d811e7b06c28e6cb945a9c52596292,0003c40a370d9fb4b61cfd5fa17736f8cae4cc7e1ddccaf1d0e84cb3a2c33d70, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2018, push call , mov push call , push mov mov , lea push , xor mov 
040f10d9bae68ea31eff72b7fbbb8d7b,0009e21724cb14251dc9f936e6e4badbdd5f06cdb319d3ddcc88b8ac660f0889, AdWare, Win32, Conduit, HEUR:AdWare.Win32.Conduit.gen, 2019, pop pop pop , mov lea , mov jmp , lea push , mov test 
5939600ba2f22223fa7aaba9dd8bd592,0005fbb261ab4aad9458d9cd67ae75ceb061c2d32463f102a0d4bb70911ea51a, Trojan-GameThief, Win32, OnLineGames, Trojan-GameThief.Win32.OnLineGames.ajysy, 2013, mov lea , push lea , call mov mov , jnz mov , mov cmp 
2ce20521451d426658454bfca80db42c,0000f05187de9e238de2510cd684524a8f8e58a741157359891bd6a118eac1c9, AdWare, Win32, Agent, not-a-virus:AdWare.Win32.Agent.aeph, 2018, call pop , mov mov cmp , call mov , lea mov , push push 
c3f5aad7d4583a8bc59ff8c3a6f02a10,00064ba2ef6239eb3baee910354d180f54525853e597e6ad26eda3afc2eeca2a, Net-Worm, Win32, Allaple, Net-Worm.Win32.Allaple.e, 2015, jnz mov , mov mov mov , push lea , push push push , cmp jz 
017873c709c08f0d5ec5a649fa0ea2c2,000808368dab06a73eabaf871e303c48adcb254cf6d1c73942913aeb6d699bdd, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2019, pop retn , cmp mov , xor mov , mov lea , mov xor 
559f38391426bb4f5913ea3b82e4b958,000626fbd16acf64152fba403e626a1a5e16e1b2e307046db7c667c424a9e803, Trojan, HTML, Redirector, Trojan.HTML.Redirector.ee, 2018, push push , push lea , mov push mov , push push mov , push push push 
214fce1b681ce86cb4697602098b17ee,000f90090ec4aedc7a56bc1c61ac532f306b8a5ba26ecbbf3d97751627829e79, AdWare, Win32, ScreenSaver, not-a-virus:AdWare.Win32.ScreenSaver.e, 2014, mov mov mov mov , cmp jz , cmp jnz , mov call mov , call push 
1321c3f729d74c159b974a504fdeba72,00060203330c9830687af63634808b7a26ec5cc791c314c71453b49aa1936732, Worm, Win32, VBNA, Worm.Win32.VBNA.b, 2014, push mov push , lea push , mov mov mov , mov push mov , pop retn 
ccf7b5acdf72ea9852912637d99c04d7,000062ec2d3da8e8f99e800b118a564a819cfce0ce5654b319323a6f9627064f, 2014, 6, 13, 2014.6.13.exe, 2018, cmp jz mov , cmp jz , mov xor , jz mov , call pop 
fa4cfacdece58c395482dbf4cfb90d93,000973f23c6767acc2f00c19aa8c5ed4f3cacfd9b995f1de1f651aa5237d2fe1, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2016, lea call , mov cmp , call push , push call , call mov 
c52f77d78b82655954589e6dfd8ef275,000a9b8552106a91bcea602d72c6e4928afaa7d8ee1ba6eb0e67a8dcb39935dd, Virus, Win32, Lamer, Virus.Win32.Lamer.el, 2018, push mov call , mov add , call mov mov , push push call , cmp jz 
f1745d65f2d32879085f5dee71f4b5fc,000180240e493de5db641440125245b1a11bccbc72370157e7cbe9693f3f9ac6, AdWare, Win32, Stud, not-a-virus:AdWare.Win32.Stud.a, 2017, pop pop , jmp mov , call pop , cmp jz mov , call push 
1df9275e1b236d40dc632fc4691bf4f3,00036cbb800c2731fcf23fec9cf2363f8b9ad2e58e43690a7c88c8068ee3b20c, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2011, mov push push , call push , mov cmp , push mov push , call pop 
b0961ad7b7ba5df2ce377aea1112de04,000f733c4ce1533eca65f05088fdc9c779c3ca0b234512cd8f3fdadc61ae3dec, Trojan, Win32, VBKrypt, Trojan.Win32.VBKrypt.bbro, 2018, mov push call , test jz , push push push , mov push , push mov mov 
32c5bfd5c8a51f2782b07ef5f000c0e0,0000ad408fa674752071e462d0793a8694e8800d91d18a0aba17a8c2ad6e5e75, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2012, lea push , cmp jnz , mov push mov , mov push push , call mov 
17aae37492eeb568b567f097c77c4cb2,000ee11a22e6026c4fc994b17047f193eda2a6775a9471b5dc0e0ea148b4ecf3, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2020, push push push , cmp jz , lea push , test jz , push mov mov 
69eb8758c1cd2e8a9808d9100950c239,000646002c5fe722ccef2b462b816ed985f3a451ba8a93c0a2abd6d8b31c7759, Backdoor, Win32, Udr, Backdoor.Win32.Udr.a, 2012, mov cmp jz , mov push push , call mov , call mov , call mov 
5cc48848e3120fd680b4348df20fa7b0,000926317a44fe963e0cd087e88a5441706f7c69572459508acfa19315526274, Virus, Win32, Qvod, Virus.Win32.Qvod.a, 2014, jz mov push , lea call , jz mov push , push call , push lea 
6a337414c194aae59403eacadf3e5a85,0003c556e7b59fcbbb058ac080e4946d3281cbeec05931b716634313325f0abf, Trojan-Downloader, JS, Iframe, Trojan-Downloader.JS.Iframe.cqo, 2015, call push , mov add , mov xor , call mov mov , mov add 
0cc53bdc1341c5f5c054ab54bd1c2bf1,0001d6172a107bbd72200a29c9a115ee662aaa793cd2f9b424d4ccd606527c58, Trojan, HTML, Agent, Trojan.HTML.Agent.pb, 2019, cmp jz , cmp mov , pop mov , mov push mov , mov add 
5a30b4583ebed9080fc518271073afb8,00019d84c24a38c0ab5d7aa46a88c11f671f1bf05b4c79d320eec6da1ae5564e, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2013, call mov mov , mov jmp , mov push call , pop pop , push call mov 
18f67780ee9362f09755b29ee6f5a246,000009bb6b633783d46be340553c082ab0a196dc5da9b0491407a1e81a275421, Trojan, Win32, Reconyc, Trojan.Win32.Reconyc.fiyr, 2021, mov mov mov mov , mov cmp , push push , jz mov , jmp mov 
e12c80ebc6a729a05e094c421f1b78bb,0008976b97128b760506db27c5a5d9a784262f760ad2ee9881d638ed1c46fb16, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2011, push call mov , mov cmp jz , push call mov , mov push push , mov xor 
d5ba338e2b8f5b205084dc7aee9f1c6d,0001b7917d87b3047e47986dc9634b1b4a7378aa6dfe8e664bd831a446af8d39, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2013, lea call , mov mov mov mov , push mov mov , mov cmp jz , push push mov 
cbee8bfaad135e223cbe5787f0c7f7ab,00048bf51c951ae28c8c0951da84ade2994b3def500cd7c00ff8decb501985f2, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2016, push mov mov , lea call , jmp mov , mov mov mov , mov push 
9d305f916e725bf8eb426fb8b21a1f43,000acc41ab15d5c8f908f0b3d76099948bd44df7a58be965a4b52ea115db021b, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, mov call mov , mov xor , mov push mov , push push call , pop pop pop 
74654059673c654a0a3c9ac39146161e,000de340e52f083793ff144db7658dffcc1da66ecb3ac0e40d44ebe772572989, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2019, jz mov , test jz , mov cmp , mov cmp , push call 
9259245f6b83dbbe1e40ce85e82a0146,000669a0a6a315ccc6b76fe525ae1f1e545bcc1b4003ed6d9cf97dfe8fdd5e97, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, jmp mov , test jz , retn mov , push call , push push 
077dff44764b0c0594fa4e37cb15a8c4,000558ee052d7818d0cdb98ccc03d7d9ed9122f915d0c78983f18583dbde679a, Trojan, HTML, Agent, Trojan.HTML.Agent.pb, 2019, mov push push , mov lea , call mov mov , mov cmp , lea push 
21fafe913b8d1d7d834570d4d58f0b96,00099ef36f0cf0b2e83abed6cdf7c8697bfde0dccb898c57f8f69a3dec66a860, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2010, mov pop , pop pop pop , mov cmp jz , mov push call , push mov mov 
e5c243603fdf562a968cd088da253058,000ef45a45f5727615f1a669276084c709e89563ea3f4adbd95e63bda646c12e, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2018, xor mov , pop pop , xor mov , call pop , lea mov 
b2463a8701b052b86c9e0a726c358861,000288fb6dce924054854f6a4b38f2a22258a27dcc1fbb75924e5ebd424a3705, AdWare, MSIL, DomaIQ, not-a-virus:AdWare.MSIL.DomaIQ.clem, 2014, push call , mov mov cmp , cmp mov , cmp jnz , mov mov 
b5a735b7526380716e1d81b7aed87322,000f8a4667e3e946ffc25e1064a56f7abd703114a07b4ed088c06afa6cd358a2, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2009, push lea , mov push call , push mov , jz mov push , mov mov 
71c25a680d5dab1156fe25af58b6b965,000707211e25060654cb145c0a4c2f16ae53d20d0ab28e4c7322c06ca80eb094, AdWare, Win32, Generic, HEUR:AdWare.Win32.Generic, 2013, mov push call , pop retn , cmp jz mov , call pop , push push push 
02fb728338cde9a64bceef320d90c2be,0008b62a0d5ca9be5fabeca7fd142818cdfb58f65aeea9057dc0820496682a49, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, cmp jnz , pop retn , pop retn , mov push , jz mov 
0730ba76972845cf080a72f5726376bb,000ad934053be9b062b039a1cb729bcb68bec1b166a0d3f9a890438779bf36a4, Trojan-Spy, Win32, Agent, Trojan-Spy.Win32.Agent.dces, 2018, retn mov , call pop , jmp mov , jmp mov , push push 
7563f08ef2afa2efea5a583806a7dd37,0009bdd54c765c8dbb5aabba701a2162310c13a9552a89e760457b68cfaa9212, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, call push , mov push , mov mov mov , call mov , call push 
89fcdfae8d925653a18f21aa14595bf3,00072d2a274d534a7789b7b655fd7d3a709677574a5e56504a2a3ad355ca450e, AdWare, NSIS, Agent, HEUR:AdWare.NSIS.Agent.gen, 2018, cmp jz , jz mov push , jz mov push , push push , call pop 
613c89a0034dc03cb07974d918bdbae5,0003c6857c33f6bc59b2312212395e8109afd91fe2715e1e2b5b4e0902c96e30, AdWare, Win32, Linkun, VHO:AdWare.Win32.Linkun.gen, 2013, mov jmp , call push , test jz , jnz mov , push mov push 
563fd489768b2e581ef980686a454f3f,000b2974bdd1e115f21afbe1534f331be5ac770f27c9ac5c83796a6c85d64d96, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2019, xor mov , push push mov , cmp jz , pop retn , mov add 
e6972d3cd41c6d5e5831759088e8c513,000ac4591b6f942c71d9e15045f4d0be0df3162a42f8644e21e7746078ba419c, AdWare, Win32, InstallCore, HEUR:AdWare.Win32.InstallCore.gen, 2013, mov lea , call pop , mov cmp , cmp mov , retn mov 
e8307100e163cb5af819d5fa4d498970,0007ad956ad40c4b878df241bde91a5be1b5aea13fa838d748b2b6c19a32613e, AdWare, Win32, MegaSearch, not-a-virus:AdWare.Win32.MegaSearch.am, 2018, retn mov , push push push , pop retn , mov push mov , push mov mov 
cb2e369e502f855aa0c874f8ccb110a4,000b9f5bbdd81a171630a0adbb5910920d3a3e906be79e497aabd3f47980f8d8, AdWare, Script, Generic, HEUR:AdWare.Script.Generic, 2013, push call , pop mov , pop retn , push lea , cmp jz mov 
a7bcb823f3c03acc42070a8abc2d3470,000777b96714bf1267c48427c43fc17d3facbf5657120c4174dfa9185653e57c, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2010, mov test , mov add , mov cmp jz , mov mov mov mov , mov mov 
7961e32bdc58ec8697d165c561b8d2ab,0006608c408a0853182f2b6c82d6c38d9fd028fd0bfb8ed336f796539ded1fd6, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2012, mov mov cmp , jz mov push , push call , mov mov cmp , jz mov 
15cac409773d87bd48c34eae9ad88eaa,000f2b645920880d132f56a0bed22586dc4b21d8bed2aa83cd33b35ba3721a21, AdWare, Win32, ScreenSaver, not-a-virus:AdWare.Win32.ScreenSaver.e, 2014, lea push , pop pop , call mov , mov mov mov mov , retn mov 
3b6c40e7826f3d51be7eba6108e1b004,0002110e3dfdd4ab7fbea050715c5c812358761aeaf3f04b9d8afc30ea48b1e4, AdWare, NSIS, Indirect, VHO:AdWare.NSIS.Indirect.gen, 2013, cmp mov , push mov call , call push , lea call , jz mov 
e442deaed1495a3899211ae524aa18bf,000fbaef499d3142549e2b715d251ec26f839e2c26467569d70fab17fe3102b7, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, pop retn , push mov push , call mov mov , mov pop , mov test 
b66284d37e4de53471024ceaaa668447,0008cc9536a5e269dcd05d5a1e7367dd544595cefd67f548752b306d4c27b548, Trojan-SMS, J2ME, Agent, Trojan-SMS.J2ME.Agent.ef, 2012, push mov push , lea mov , mov add , mov mov mov mov , push push call 
879fb862102456fe228c65cef3de58a8,000b953abddc8e39e902951021e07be420aae53591f8036f3559ff1c9ec8d6b1, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2012, cmp jnz , mov mov mov , cmp jz mov , call mov , push mov mov 
ef60b3bba4ca2c44e29d96bf18a074cd,0007aed55562c158e69deae4fd51e7d459d5301b2a13f68ea1dfefb1630b9403, Trojan-Downloader, JS, Agent, Trojan-Downloader.JS.Agent.hbs, 2019, mov push call , push mov push , push push mov , lea mov , push push call 
71af785a7ba83ee167a38f347cb08016,000848aeeb01f7d02e5e220365e87137520f808c466842e47af34d56bc241875, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, push mov push , mov mov mov mov , retn mov , lea call , mov xor 
6771a874a455fc15795dde38a8369f4a,00074b814a90c0ec4e47a4500d90b1217b0636566d182afc1569f502dc54649d, AdWare, Win32, Fiseria, not-a-virus:AdWare.Win32.Fiseria.il, 2018, mov push call , mov mov mov mov , mov test , push mov , mov jmp 
7b18490bd93e322763c33ca4e653f9f0,0003fe7522a69c0b0355b6b9bcbda6a298ae1f59abe1c8424f16113cb54f7508, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2015, mov pop , pop retn , jnz mov , push push call , mov mov 
758fa23aec927fc81e681bd7c287fc0c,00035b4845604b1cb22618ae97f5f3a5ef326e7c3a9453b37531304ca7fe10e2, Trojan-PSW, Win32, PdPinch, Trojan-PSW.Win32.PdPinch.gen, 2009, jnz mov , call mov mov , push push call , mov pop , mov cmp 
9123d0a773ac322c54247482a397c190,000a18762fe966eb7f82d8508f02bf5ca4bca5074b0274e634c52c1b4adce7d6, Trojan, Win32, Dnoper, HEUR:Trojan.Win32.Dnoper.gen, 2017, lea call , push call mov , jnz mov , push mov call , cmp jz 
5f799e223abb4db434a2c70743b65948,0001a4b5eff1dde8b485da1dde3a2f5804c8a428af3a138da99eb380f7a05731, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2011, mov mov mov mov , call pop , cmp jnz , jz mov , lea mov 
bfc157d1f80c4fb8d36f3b1463bf7449,0001c538b2d9650d865fcf69e99a70d531a1638c31d4701a93cdab68d114ea84, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, mov mov mov , mov pop , jz mov push , mov add , push lea 
7a725cff1962b2e0677f2bcca01cf96b,000c439463630aa6ca6bc2029ef10f59ceccea225131aa106470a4859f5a8889, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, push push push , jz mov , push mov push , push mov call , mov call 
bfcc0887aa37297cf1914a5b415784a4,00013a953838b47c3fefab4a6e08a49c46c4ea75ace239b85f85374da22d8fb4, Trojan-Downloader, HTML, IFrame, Trojan-Downloader.HTML.IFrame.aje, 2018, push mov mov , push call mov , xor mov , cmp jnz , mov push 
